"customer_id","merchant_id","loan_id","application_date","currency","transaction_fee","merchant_status","store_id","term","risk_score","disbursed_date","loanamount","paid_date","city","state","channel","is_disbursed","first_vintage_pay","full_name","age","gender","tel_number","email","merchant_name","merchant_size","store_name","fraud_score"
"622x8ghhgz5ihy09h9y00z38","522186628800710","loan_4579362","2022/03/14 01:13:23","MXN",0.04,"7 Live",NA,"6",0.3,"2022-03-14",5838.54,NA,"Mérida","Yucatán","Social Media",TRUE,"2022-03-13","David Lucero",30,"H",3391956178,"email_2881@gmail.com","merchant_name_2","medium",NA,0.8
"5yzi888z2352g85972y589gg","748011781366890","loan_0818192","2022/03/20 18:14:10","MXN",0.03,"7 Live","2334554624654246292","8",0.2,"2022-03-20",3868.27,NA,"Ecatepec de Morelos","Estado de México","Organic",TRUE,"2022-03-20","Billy Fuentes",45,"H",3306589370,"email_1484@gmail.com","merchant_name_15","medium","store_name_1",0.3
"623z4gxi7hg9xgz93hz14350","705065522569400","loan_9134274","2022/03/22 16:35:14","MXN",0.03,"7 Live","2350251431347110058","6",0.1,"2022-03-22",5839.2699999999995,NA,"Iztapalapa","Ciudad de México","Organic",TRUE,"2022-03-22","Alexus Olaiz",49,"M",3360712512,"email_1831@gmail.com","merchant_name_16","large","store_name_2",0.3
"618zg3y574g9ihx8183xy074","675432932581792","loan_9266800","2022/03/22 18:57:48","MXN",0.055,"7 Live",NA,"4",0.8,"2022-03-22",726.35,"2022-05-03","Los Reyes","Michoacán de Ocampo","Social Media",TRUE,"2021-11-09","Mario Chaparro",29,"H",3300651066,"email_1930@gmail.com","merchant_name_17","medium",NA,0.3
"5gyyiz2x5605z17808x6741x","763169811475744","loan_0547218","2022/03/24 17:31:34","MXN",0.05,"7 Live",NA,"8",0.4,"2022-03-24",5758.24,"2022-07-28","Cuauhtémoc","Ciudad de México","Social Media",TRUE,"2022-03-24","Genevieve Aparicio",25,"M",3361453340,"email_2391@gmail.com","merchant_name_4","small",NA,0.9
"620h2z132h1ih5i3x4ig5925","158823646240768","loan_9931480","2022/03/25 18:46:45","MXN",0.025,"7 Live",NA,"12",0.3,"2022-03-25",8575.8575,NA,"Gustavo A. Madero","Ciudad de México","Social Media",TRUE,"2022-03-25","Jacob Sanchez",35,"H",3321618826,"email_2987@gmail.com","merchant_name_18","medium",NA,0.6
"5y7i42651hx6h4ih3z722yy5","522186628800710","loan_4592844","2022/03/26 13:13:41","MXN",0.04,"7 Live",NA,"6",0.4,"2022-03-26",3795.27,"2022-06-23","Altamira","Tamaulipas","Social Media",TRUE,"2022-03-26","Jennifer Espino",22,"M",3341838661,"email_1834@gmail.com","merchant_name_2","medium",NA,0.2
"61i85x65hz0hh939h915hyig","833641945250182","loan_8194422","2022/03/27 15:00:46","MXN",0.055,"7 Live",NA,"6",0.9,"2022-03-27",824.9,"2022-06-29","Tijuana","Baja California","Social Media",TRUE,"2022-01-31","Ana Bustillos",27,"M",3328720412,"email_1576@gmail.com","merchant_name_19","small",NA,0.9
"618885y6g192y6818gzygh63","839197049234386","loan_0662514","2022/03/30 17:48:24","MXN",0.055,"8.1 Cancelled by Kueski",NA,"6",0.6,"2022-03-30",1773.8999999999999,"2022-06-30","Iztapalapa","Ciudad de México","Social Media",TRUE,"2022-01-03","Angel Hernandez",47,"H",3381896163,"email_278@gmail.com","merchant_name_20","large",NA,0.5
"62462x70927i32i8346287hh","705065522569400","loan_5862404","2022/03/31 16:57:42","MXN",0.03,"7 Live","2350251458207432940","8",0.1,"2022-03-31",4160.2699999999995,NA,"La Magdalena Contreras","Ciudad de México","Organic",TRUE,"2022-03-31","Selene Santacruz",54,"M",3308767565,"email_2955@gmail.com","merchant_name_16","large","store_name_3",0.7
"61y09g496z080i5h2142g957","732810617039302","loan_7047628","2022/04/03 08:07:47","MXN",0.055,"7 Live",NA,"8",0.9,"2022-04-03",916.88,"2022-07-16","Toluca","Estado de México","Social Media",TRUE,"2021-12-20","Alexis Gonzalez",50,"M",3322520627,"email_945@gmail.com","merchant_name_21","extra-large",NA,1
"5iy58i954ihh1y9z8xhh6x5i","705065522569400","loan_1444342","2022/04/07 15:52:12","MXN",0.03,"7 Live","2321507877173395558","6",0.8,"2022-04-07",2772.54,"2022-07-01","Yecapixtla","Morelos","Organic",TRUE,"2021-11-30","Amanda Leon-Bojorquez",34,"M",3350406815,"email_1208@gmail.com","merchant_name_16","large","store_name_4",0.7
"6196gg9iz362621i325808zi","647141722957986","loan_2243498","2022/04/12 15:05:40","MXN",0.055,"7 Live",NA,"6",0.9,"2022-04-12",1569.5,"2022-07-11","Miguel Hidalgo","Ciudad de México","Social Media",TRUE,"2022-02-16","Adonys Vega",36,"H",3376051116,"email_1676@gmail.com","merchant_name_22","large",NA,0.3
"625872z874703yx2ihzhix45","705065522569400","loan_5478188","2022/04/14 14:41:22","MXN",0.03,"7 Live","2321507877064343650","6",0.1,"2022-04-14",6204.2773,NA,"Iztapalapa","Ciudad de México","Organic",TRUE,"2022-04-14","Amber Chavez",52,"M",3334164365,"email_2794@gmail.com","merchant_name_16","large","store_name_5",0.6
"622y0zy26z13072i17z5h8x6","789260705999920","loan_4658660","2022/04/19 12:16:30","MXN",0.04,"7 Live",NA,"6",0.4,"2022-04-19",3059.4008,NA,"Culiacán","Sinaloa","Social Media",TRUE,"2022-03-24","Samuel Sanchez",44,"H",3392533049,"email_627@gmail.com","merchant_name_23","medium",NA,0.9
"618y0i6x54y0xyh1x78z05hz","746361138195216","loan_2023466","2022/04/21 17:17:27","MXN",0.055,"7 Live",NA,"6",0.9,"2022-04-21",1128.4413,"2022-07-14","Chihuahua","Chihuahua","Social Media",TRUE,"2021-11-10","Rachael Marquez",20,"M",3367722102,"email_2143@gmail.com","merchant_name_24","medium",NA,0.7
"62633y3hy6990i2hz8763zzg","868189672317082","loan_5435758","2022/04/22 18:58:35","MXN",0.055,"7 Live",NA,"4",0.7,"2022-04-22",846.7708,"2022-06-06","Querétaro","Queretaro de Arteaga","Social Media",TRUE,"2022-04-22","Itzel Trejo-Olmeda",50,"M",3352986944,"email_864@gmail.com","merchant_name_25","extra-large",NA,0.7
"626455x1809733y2x7y71982","705065522569400","loan_2317468","2022/04/23 15:19:45","MXN",0.03,"7 Live","2321507877500551282","8",0.1,"2022-04-23",6934.2699999999995,NA,"Tlalpan","Ciudad de México","Organic",TRUE,"2022-04-23","Jerick Cruz",32,"H",3344240662,"email_1657@gmail.com","merchant_name_16","large","store_name_6",0.7
"6175x6x2z24z385y79xx63hy","615680819077994","loan_3018064","2021/10/24 18:06:11","MXN",0,"7 Live","2301804774635651216","12",0.7,"2021-10-24",5540.6927,"2022-05-03","Tultepec","Estado de México","Organic",TRUE,"2021-10-24","Victoria Martinez",59,"M",3319677675,"email_178@gmail.com","merchant_name_26","small","store_name_7",0.7
"619986i95i954zx0gh357zh6","615680819077994","loan_7677964","2021/11/20 17:38:34","MXN",0,"7 Live","2314762382867710162","4",0.1,"2021-11-20",3348.5391999999997,"2021-12-23","Tultitlán","Estado de México","Organic",TRUE,"2021-11-20","Josafat Reyes",65,"H",3326655410,"email_937@gmail.com","merchant_name_26","small","store_name_8",0.9
"61h7671987yg1y4691x66657","615680819077994","loan_4688564","2022/01/06 16:03:05","MXN",0,"7 Live","2314762379772313730","12",0.1,"2022-01-06",3353.62,NA,"Tlalnepantla de Baz","Estado de México","Organic",TRUE,"2022-01-06","Ariana Lopez",55,"M",3367579231,"email_2564@gmail.com","merchant_name_26","small","store_name_9",0.6
"615z62z65x17784i0i6hz6hy","522186628800710","loan_8560908","2021/10/11 22:34:47","MXN",0.04,"7 Live",NA,"8",0.8,"2021-10-11",7299.2699999999995,"2022-02-15","Zihuatanejo de Azueta","Guerrero","Social Media",TRUE,"2021-10-11","Abigail Pineda-Lagunas",31,"M",3308124310,"email_1527@gmail.com","merchant_name_2","medium",NA,0.1
"6168i642250648ig1433h3xx","646419203762018","loan_4583870","2021/10/14 22:43:57","MXN",0.04,"7 Live",NA,"8",0.9,"2021-10-14",1312.54,"2022-02-16","San Nicolás de los Garza","Nuevo León","Social Media",TRUE,"2021-10-14","Matthew Hernandez",48,"H",3329458301,"email_1631@gmail.com","merchant_name_27","extra-large",NA,1
"61520i5055595xhyz247i70i","620222386283932","loan_7861682","2021/10/19 18:59:54","MXN",0.04,"7 Live",NA,"2",0.8,"2021-10-19",802.27,"2021-11-17","Veracruz","Veracruz","Social Media",TRUE,"2021-10-19","Passion Thorne",29,"M",3333086170,"email_431@gmail.com","merchant_name_28","large",NA,0.4
"6171gg4zg1i5zz4yg1x6840i","717496734982638","loan_1876346","2021/10/21 15:07:00","MXN",0,"7 Live",NA,"8",0.9,"2021-10-21",1167.416,"2022-02-14","Monterrey","Nuevo León","Social Media",TRUE,"2021-10-21","Connor Chan",28,"H",3399694713,"email_428@gmail.com","merchant_name_29","extra-large",NA,0.1
"6173059y3zi5920201g8i5xx","748011781366890","loan_6771454","2021/10/22 13:40:30","MXN",0,"7 Live",NA,"6",0.5,"2021-10-22",3284.3430000000003,"2022-01-17","Nicolás Romero","Estado de México","Social Media",TRUE,"2021-10-22","Kayla Coberly",40,"M",3380250108,"email_382@gmail.com","merchant_name_15","medium",NA,0.3
"61736z708488zx369911763z","656026240300106","loan_7985400","2021/10/22 20:50:41","MXN",0.048,"8.1 Cancelled by Kueski",NA,"8",0.6,"2021-10-22",3735.848,NA,"Álvaro Obregón","Ciudad de México","Social Media",TRUE,"2021-10-22","Leann Carrillo",28,"M",3375992304,"email_1722@gmail.com","merchant_name_30","extra-large",NA,0.7
"61884556iz73x86h69xii95g","757411946443882","loan_6360828","2021/11/07 15:29:58","MXN",0.055,"7 Live",NA,"4",0.8,"2021-11-07",624.15,"2022-01-04","Apodaca","Nuevo León","Social Media",TRUE,"2021-11-07","Tatum Martinez",47,"M",3384123062,"email_1823@gmail.com","merchant_name_31","large",NA,0.3
"6188gi6x3g3738yi6gzy92h0","726338998904154","loan_5156748","2021/11/10 12:38:23","MXN",0.055,"8.1 Cancelled by Kueski",NA,"8",0.7,NA,2047.942,NA,"Iztapalapa","Ciudad de México","Social Media",FALSE,"2021-11-11","Isabel Clarke",50,"M",3367118851,"email_12@gmail.com","merchant_name_32","medium",NA,0.7
"618y0i6x54y0xyh1x78z05hz","746361138195216","loan_6726716","2021/11/10 15:15:25","MXN",0.055,"7 Live",NA,"4",0.9,"2021-11-10",1458.54,"2022-01-14","Chihuahua","Chihuahua","Social Media",TRUE,"2021-11-10","Rachael Marquez",20,"M",3367722102,"email_2143@gmail.com","merchant_name_24","medium",NA,0.1
"618y6ih874gzixiih13hy024","392821433704508","loan_3988716","2021/11/10 19:33:34","MXN",0.05,"7 Live",NA,"1",0.7,"2021-11-10",1105.1105,"2021-11-12","Coyoacán","Ciudad de México","Social Media",TRUE,"2021-11-10","Lindsey Martinez",61,"M",3320049679,"email_1615@gmail.com","merchant_name_33","extra-large",NA,0.4
"617y2gy3ih2hg2g5g1h1486h","692201583813350","loan_3770112","2021/11/11 08:44:16","MXN",0.055,"7 Live",NA,"4",0.8,"2021-11-11",649.116,"2022-01-17","Guadalajara","Jalisco","Social Media",TRUE,"2021-10-29","Jorge Martinez",40,"H",3349102712,"email_11@gmail.com","merchant_name_34","small",NA,0.3
"60x4y18h8773g34x59h4x1xz","716325710471686","loan_3495726","2021/11/12 14:06:33","MXN",0.035,"7 Live",NA,"8",0.7,"2021-11-12",5123.651,"2021-11-23","Saucillo","Chihuahua","Social Media",TRUE,"2021-11-12","Abril Peoples",45,"M",3315251198,"email_557@gmail.com","merchant_name_35","extra-large",NA,0.7
"5iz74830z5gzyx2yy3g0527y","672687626399716","loan_2213408","2021/11/14 23:45:44","MXN",0.045,"7 Live",NA,"4",0.8,"2021-11-14",565.75,"2022-01-16","Guadalajara","Jalisco","Social Media",TRUE,"2021-11-14","Dustin Galvan",32,"H",3398995459,"email_1029@gmail.com","merchant_name_36","extra-large",NA,0.4
"6193215iz61i9589x5179yhi","522186628800710","loan_4631170","2021/11/15 21:44:33","MXN",0.04,"7 Live",NA,"12",0.2,"2021-11-15",4222.5755,NA,"Iztapalapa","Ciudad de México","Social Media",TRUE,"2021-11-15","Humberto Salgado",32,"H",3323363057,"email_2707@gmail.com","merchant_name_2","medium",NA,0.3
"613i931y3y3z430hg6z55h02","610308226031882","loan_4678182","2021/11/16 14:10:45","MXN",0.055,"7 Live",NA,"4",0.4,"2021-11-16",583.27,"2022-01-19","Xalapa","Veracruz","Social Media",TRUE,"2021-11-16","Max Aguilar",62,"H",3323993517,"email_2349@gmail.com","merchant_name_37","medium",NA,0.9
"6191893z5yy0z9i274ggg2g4","763169811475744","loan_4376800","2021/11/16 17:39:45","MXN",0,"7 Live",NA,"8",0.9,"2021-11-16",4222.5755,"2021-11-20","Venustiano Carranza","Ciudad de México","Social Media",TRUE,"2021-11-14","Marcos Rivas",33,"H",3348935783,"email_1506@gmail.com","merchant_name_4","small",NA,0.7
"61943hyxi6z2yhy1hz0099x7","594329253193244","loan_8873322","2021/11/16 20:15:22","MXN",0.05,"7 Live",NA,"6",0.6,"2021-11-16",1092.5179999999998,"2022-01-04","Chiautempan","Tlaxcala","Social Media",TRUE,"2021-11-16","Marly Lucero",25,"M",3383127058,"email_2498@gmail.com","merchant_name_3","medium",NA,0.6
"6192xh865y61g7h7059111x0","522186628800710","loan_1077154","2021/11/18 11:03:03","MXN",0.04,"7 Live",NA,"4",0.4,"2021-11-18",5466.97,"2021-11-22","Apodaca","Nuevo León","Social Media",TRUE,"2021-11-17","Christopher Cisneros",24,"H",3340322971,"email_1881@gmail.com","merchant_name_2","medium",NA,0.7
"6191893z5yy0z9i274ggg2g4","763169811475744","loan_0342490","2021/11/20 09:24:56","MXN",0,"7 Live",NA,"8",0.9,"2021-11-20",2841.7805,"2021-11-21","Venustiano Carranza","Ciudad de México","Social Media",TRUE,"2021-11-14","Marcos Rivas",33,"H",3348935783,"email_1506@gmail.com","merchant_name_4","small",NA,0.5
"6193h54ix4708990i5949930","763169811475744","loan_9713012","2021/11/23 15:58:36","MXN",0,"7 Live",NA,"8",0.4,"2021-11-23",3386.9809999999998,NA,"Juárez","Chihuahua","Social Media",TRUE,"2021-11-23","Alexander Romero",40,"H",3376608663,"email_2360@gmail.com","merchant_name_4","small",NA,0.3
"61908h6yh38x0yx6xix45479","763169811475744","loan_2944584","2021/11/24 12:32:24","MXN",0,"7 Live",NA,"8",0.8,"2021-11-24",3510.8255000000004,"2022-02-14","Toluca","Estado de México","Social Media",TRUE,"2021-11-24","Janet Molina",28,"M",3392213350,"email_1310@gmail.com","merchant_name_4","small",NA,1
"619xx8gx53ih07z89zg34xy6","522186628800710","loan_5487586","2021/11/24 19:49:55","MXN",0.04,"7 Live",NA,"8",0.9,"2021-11-24",4175.1255,"2022-03-31","Tlajomulco de Zúñiga","Jalisco","Social Media",TRUE,"2021-11-24","Luis Radilla Galicia",52,"H",3308519005,"email_948@gmail.com","merchant_name_2","medium",NA,1
"61z01x991gzx9xhz356h2x3y","522186628800710","loan_9830884","2021/11/25 17:39:06","MXN",0.04,"7 Live",NA,"12",0.3,"2021-11-25",5408.8255,NA,"Texcoco","Estado de México","Social Media",TRUE,"2021-11-25","Nina Caldera",48,"M",3343802666,"email_2155@gmail.com","merchant_name_2","medium",NA,0.5
"618g786059zi4i76x62ig378","522186628800710","loan_6066088","2021/11/25 19:06:00","MXN",0.04,"7 Live",NA,"4",0.5,"2021-11-25",4032.7755,"2022-01-27","Pabellón de Arteaga","Aguascalientes","Social Media",TRUE,"2021-11-24","Roberto Zamora",53,"H",3305926180,"email_685@gmail.com","merchant_name_2","medium",NA,0.4
"61z081z7xh9706gzi43hy22y","522186628800710","loan_1668074","2021/11/26 03:59:57","MXN",0.04,"7 Live",NA,"8",0.8,"2021-11-26",4032.7755,"2022-03-29","Toluca","Estado de México","Social Media",TRUE,"2021-11-26","Jazmin Hernandez",43,"M",3331108730,"email_2179@gmail.com","merchant_name_2","medium",NA,0.8
"61z0i3x5600zx00zixix5z62","702326222626882","loan_2722310","2021/11/26 08:49:10","MXN",0.055,"8.1 Cancelled by Kueski",NA,"4",0.7,"2021-11-26",489.09999999999997,"2022-02-04","Querétaro","Queretaro de Arteaga","Social Media",TRUE,"2021-11-26","Tiarra Arredondo",48,"M",3374100783,"email_1957@gmail.com","merchant_name_38","medium",NA,0.9
"61z114z4g6799yg60y4y3927","716969385140422","loan_6244240","2021/11/26 11:37:15","MXN",0.044,"7 Live",NA,"8",0.7,"2021-11-26",3131.2255,"2022-02-16","Othón P. Blanco","Quintana Roo","Social Media",TRUE,"2021-11-26","Valerie Orozco",60,"M",3396069163,"email_531@gmail.com","merchant_name_39","medium",NA,0.6
"619y128x6x7i8z3gxy633067","763169811475744","loan_7239780","2021/11/26 18:49:31","MXN",0,"7 Live",NA,"6",0.8,"2021-11-26",2381.5155,"2022-02-18","Soledad de Graciano Sánchez","San Luis Potosi","Social Media",TRUE,"2021-11-22","Ana Trevizo-Granillo",26,"M",3381260198,"email_1571@gmail.com","merchant_name_4","small",NA,1
"618zh7h5gh592555x7x64952","522186628800710","loan_3270356","2021/11/26 18:52:17","MXN",0.04,"7 Live",NA,"8",0.8,"2021-11-26",3675.477,"2022-03-25","Tuxtla Gutiérrez","Chiapas","Social Media",TRUE,"2021-11-09","Cesar Molina",26,"H",3362993308,"email_1832@gmail.com","merchant_name_2","medium",NA,0.1
"619i10i60i1228g6061903hi","763169811475744","loan_9758974","2021/11/26 22:06:41","MXN",0,"7 Live",NA,"4",0.6,"2021-11-26",2400.0209999999997,"2022-01-14","Veracruz","Veracruz","Social Media",TRUE,"2021-11-26","Daniel Magallanes",41,"H",3389549848,"email_2300@gmail.com","merchant_name_4","small",NA,0.4
"618x76i2i85y5g9y85z83800","469183175598082","loan_0536806","2021/11/27 08:02:51","MXN",0.05,"7 Live",NA,"4",0.8,"2021-11-27",717.444,"2022-01-17","Huixquilucan","Estado de México","Social Media",TRUE,"2021-11-12","Fransisco Mills",34,"H",3329908362,"email_1857@gmail.com","merchant_name_40","extra-large",NA,0.5
"61z2x64g9zh5i8yz5185zh7h","646419203762018","loan_2039694","2021/11/27 20:15:39","MXN",0.04,"7 Live",NA,"6",0.9,"2021-11-27",1099.9859,"2022-03-02","Cajeme","Sonora","Social Media",TRUE,"2021-11-27","Lucero Gonzalez",25,"M",3348982509,"email_253@gmail.com","merchant_name_27","extra-large",NA,0.3
"61z3ig821i823157h632794g","773930457768280","loan_5234672","2021/11/28 15:58:27","MXN",0.055,"8.1 Cancelled by Kueski",NA,"6",0.5,"2021-11-28",1203.77,"2022-02-28","Miacatlán","Morelos","Social Media",TRUE,"2021-11-28","Eilex Villegas",47,"M",3386644291,"email_256@gmail.com","merchant_name_41","small",NA,0.1
"619028hg99xzgih1071760gz","522186628800710","loan_0689172","2021/11/29 11:41:42","MXN",0.04,"7 Live",NA,"8",0.8,"2021-11-29",4402.8855,"2022-01-18","Monterrey","Nuevo León","Social Media",TRUE,"2021-11-17","Carmen Dominguez Alcala",48,"M",3398714441,"email_315@gmail.com","merchant_name_2","medium",NA,0.6
"613920h853991z05586y7xi8","522186628800710","loan_4483320","2021/11/29 12:45:05","MXN",0.04,"7 Live",NA,"12",0.5,"2021-11-29",3616.639,NA,"San Nicolás de los Garza","Nuevo León","Social Media",TRUE,"2021-11-14","Arlene Santacruz",56,"M",3361657623,"email_784@gmail.com","merchant_name_2","medium",NA,0.2
"6191xyh5g86x7i9y7x10562y","397210688954500","loan_3110308","2021/11/29 18:28:51","MXN",0.04,"7 Live",NA,"8",0.8,"2021-11-29",995.501,"2022-03-31","Zapopan","Jalisco","Social Media",TRUE,"2021-11-14","Desiree Bernal Gonzalez",52,"M",3327803488,"email_2841@gmail.com","merchant_name_42","large",NA,0.4
"61z6gigy952h3y3yih4x93y6","522186628800710","loan_5280186","2021/11/30 18:36:58","MXN",0.04,"7 Live",NA,"8",0.2,"2021-11-30",3335.735,"2022-04-15","Iguala de la Independencia","Guerrero","Social Media",TRUE,"2021-11-30","Salvador Espinoza-Ochoa",43,"H",3319560787,"email_1372@gmail.com","merchant_name_2","medium",NA,0.3
"616yy77i017g0gy8gxx0x231","691331450284080","loan_7922338","2021/12/09 16:44:19","MXN",0.055,"7 Live",NA,"2",0.9,"2021-12-09",1005.9399999999999,"2022-01-14","Guadalajara","Jalisco","Social Media",TRUE,"2021-10-17","Gabriela Hernandez Del Hoyo",64,"M",3350409098,"email_2606@gmail.com","merchant_name_43","extra-large",NA,0.2
"61zggzgz6920x9x6xxy513i1","522186628800710","loan_6951116","2021/12/09 21:29:14","MXN",0.04,"7 Live",NA,"6",0.5,"2021-12-09",2184.16,"2022-03-14","Nezahualcóyotl","Estado de México","Social Media",TRUE,"2021-12-09","Claudia Vigil",33,"M",3327679288,"email_2450@gmail.com","merchant_name_2","medium",NA,0.9
"618x332y122yzg0566h48z11","522186628800710","loan_6941914","2021/12/10 18:50:04","MXN",0.04,"7 Live",NA,"4",0.7,"2021-12-10",3904.6240000000003,"2021-12-10","Ensenada","Baja California","Social Media",TRUE,"2021-11-12","Erika Robinson",54,"M",3344264782,"email_1717@gmail.com","merchant_name_2","medium",NA,0.5
